Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CD,Track Number,Track Title
"7559-63877-2, E3877CD",Busta Rhymes,Dangerous,"Elektra, Elektra, Violator","CD, Single",,1997,666357,,4,Dangerous (Natural Born Chillers Remix)
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,1,Intro
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,2,Clubbin
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,3,Pop That Booty
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,4,That Girl
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,5,Because Of You
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,6,Walk Away
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,7,I Can Be The One
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,8,Grass Is Greener
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,9,Cancel
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,10,Good Luck
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,11,Can I Call You
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,12,Love's A Game
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,13,Temped
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,14,Actin Up
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,15,Alone
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,16,That Girl (Remix)
7559-62935-2,Marques Houston,MH,"Elektra, T.U.G. Entertainment","CD, Album",,2003,3276925,,17,Clubbin' (Remix)
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,1,Faithfulness
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,2,Trashed
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,3,Don't Let Me Down
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,4,Listen To Yourself
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,5,Lost
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,6,The Trouble With Me
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,7,I'll Try
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,8,You've Made Your Bed
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,9,As Long As That's True
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,10,Burnt Like You
7.24E+11,Skin,Fleshwounds,EMI,"CD, Album",,2003,559016,,11,'Til Morning
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,1,Still Talkin'
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,2,Nobody Move
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,3,Ruthless Villan
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,4,2 Hard Mutha's
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,5,Boyz-N-The Hood (Remix)
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,6,Eazy-Duz-It
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,7,We Want Eazy
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,8,Eazy-er Said Than Dunn
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,9,Radio
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,10,No More?'s
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,11,I'mma Break It Down
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,12,Eazy-Chapter 8 Verse 10
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,13,Intro: New Years's E-vil
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,14,Only If You Want It
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,15,Neighborhood Sniper
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,16,Niggaz My Height Don't Fight
72435-41041-2-1,Eazy-E,Eazy-Duz-It / 5150 Home 4 Tha Sick,"EMI Records, Ruthless Records","CD, Comp, RM",,2002,11267851,,17,Merry Muthaf---in' Xmas
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,1,Grenade
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,2,Rolling In The Deep
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,3,Do It Like A Dude
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,4,S&M
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,5,We R Who We R
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,6,Gold Forever
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,7,When We Collide
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,8,The Flood
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,9,Your Song
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,10,Eyes Wide Shut
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,11,Who's That Chick?
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,12,Higher
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,13,Yeah 3X
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,14,Hold It Against Me
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,15,Happiness
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,16,Louder
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,17,Thinking Of Me
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,18,What The Hell
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,19,Shine A Light
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,20,L.I.F.E.G.O.E.S.O.N.
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,1,21,I Know Him So Well
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,1,Price Tag
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,2,Champion
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,3,Black And Yellow
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,4,What's My Name?
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,5,The Time (Dirty Bit)
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,6,Poison
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,7,Tonight (I'm Loving You)
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,8,Bright Lights Bigger City
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,9,E.T.
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,10,Perfect
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,11,Wonderman
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,12,Whip My Hair
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,13,Lights On
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,14,Hello
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,15,Who Dat Girl
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,16,Like A G6
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,17,Traktor
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,18,Like U Like
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,19,Runaway
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,20,Let It Rain
"50999 0 97 152 2 6, CDNOW78",Various,Now That's What I Call Music! 78,"EMI TV, Universal Music TV, EMI TV, Universal Music TV","2xCD, Comp",,2011,2639001,2,21,Blind Faith
"CDEM 416, 7243 8 82649 2 1",Babylon Zoo,Spaceman,"EMI United Kingdom, EMI United Kingdom","CD, Single",,1996,97747,,1,Spaceman (Radio Edit)
"CDEM 416, 7243 8 82649 2 1",Babylon Zoo,Spaceman,"EMI United Kingdom, EMI United Kingdom","CD, Single",,1996,97747,,2,Metal Vision
"CDEM 416, 7243 8 82649 2 1",Babylon Zoo,Spaceman,"EMI United Kingdom, EMI United Kingdom","CD, Single",,1996,97747,,3,Blue Nude
"CDEM 416, 7243 8 82649 2 1",Babylon Zoo,Spaceman,"EMI United Kingdom, EMI United Kingdom","CD, Single",,1996,97747,,4,Spaceman - The 5th Dimension
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,1,Stay
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,2,Crazy
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,3,Save Our Love
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,4,Oh Baby I…
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,5,I’ll Be There
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,6,Sweet Funky Thing
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,7,Never Gonna Give You Up
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,8,Just A Step From Heaven
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,9,Let’s Stay Together
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,10,This Love Is For Real
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,11,So Good
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,12,If You Need Me Tonight
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,13,Don’t Say Goodbye
"7243 8 28212 2 9, CDEMD 1053",Eternal (2),Always & Forever,"EMI United Kingdom, EMI United Kingdom, 1st Avenue Records","CD, Album",,1993,5173597,,14,Amazing Grace
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,1,Angel Of Mine
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,2,Stay
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,3,Save Our Love
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,4,Just A Step From Heaven
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,5,So Good
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,6,Oh Baby I...
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,7,Crazy
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,8,Power Of A Woman
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,9,I Am Blessed
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,10,Good Thing
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,11,Someday
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,12,Secrets
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,13,Don't You Love Me
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,14,I Wanna Be The Only One
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,15,Who Are You?
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,16,Finally
"7243 8 21798 2 5, 821 7982",Eternal (2),Greatest Hits,"EMI United Kingdom, EMI United Kingdom, EMI 100, 1st Avenue Records","CD, Comp",,1997,424737,,17,Might As Well Be Me
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,1,Y M C A
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,2,That's The Way I Like It
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,3,Play That Funky Music
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,4,Lady Marmalade
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,5,Boogie Nights
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,6,Shake Your Body (Down To The Ground)
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,7,Love Machine (Part I)
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,8,Boogie Wonderland
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,9,Heaven Must Be Missing An Angel
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,10,Let's All Chant
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,11,Use It Up And Wear It Out
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,12,Funkytown
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,13,And The Beat Goes On
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,14,Oops Upside Your Head
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,15,Celebration
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,16,It's A Disco Night (Rock Don't Stop)
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,17,Car Wash
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,18,I Will Survive
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,19,Shame
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,1,20,Turn The Music Up
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,1,"Shame, Shame, Shame"
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,2,"More, More, More"
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,3,Best Of My Love
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,4,Hold Back The Night
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,5,The Love I Lost
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,6,The Hustle
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,7,Rock Your Baby
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,8,Rock The Boat
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,9,I Love Music
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,10,This Is It
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,11,Knock On Wood
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,12,Red Light Spells Danger
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,13,Ain't Gonna Bump No More (With No Big Fat Woman)
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,14,In The Bush
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,15,Boogie Oogie Oogie
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,16,September
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,17,If I Can't Have You
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,18,Do What You Wanna Do
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,19,Disco Stomp
"7243 8 27233 2 5, CDEMTV 78",Various,Let's Go Disco!,"EMI, Box Music (3), EMI","2xCD, Comp",,1993,6352680,2,20,Girls
"0777 7 80375 2 1, CDEMTV 65",Various,Maximum Rave,"EMI, EMI","CD, Comp, P/Mixed",,1992,60989,,1,"A Trip To Trumpton (12"" Club Version)"
"0777 7 80375 2 1, CDEMTV 65",Various,Maximum Rave,"EMI, EMI","CD, Comp, P/Mixed",,1992,60989,,2,"Sesame's Treet (12"" Version)"
"0777 7 80375 2 1, CDEMTV 65",Various,Maximum Rave,"EMI, EMI","CD, Comp, P/Mixed",,1992,60989,,3,On A Ragga Tip (Original Mix)
